bairro;logradouro;logradouros_t
conjunto_palmeiras;Rua Castro Alves, Rua Silvinha Téles, Rua Sidney Mesquita, Rua Iracema, Travessa Nova, Rua Edilson Candéa, Travessa Iracema, Rua Dalton Melo, Rua José Linhares, Rua Franklin Távora, Travessa José Linhares, Rua Amadeu Bueno, Rua Campo Verde, Avenida Castelo de Castro, Avenida Castelo de Castro, Rua Canguru, Travessa Canguru, Travessa Sara Saraiva Rocha, Rua Dourado, Rua Fernão Dias, Rua Doutor Codes Sandoval, Rua Olavo Bilac, Rua Maguari, Rua Rui Barbosa, Rua Babaçu, Rua Edmilson Nogueira, Rua Saquarema, Rua Raquel de Queiroz, Rua Avaré, Rua Carneiro Alves, Rua Modesta, Travessa Gurupi, Rua Antônio Ivan, Rua Diadema, Rua Missionário Sílvio, Rua Salmão, Rua São Pedro, Avenida Central, Rua Zé do Crato, Rua do Pensamento, Rua Alves Maia, Rua Serra Azul, Rua Elza Pereira, Rua Alcides Gerardi, Rua Osvaldo Cruz, Rua Evaldo Braga, Rua Álvaro Dias, Rua Dalva de Oliveira, Rua Primeiro de Janeiro, Rua Ângela Diniz, Rua Trinta de Dezembro, Rua Oscarito, Rua José dos Reis, Rua Maiza, Travessa Maiza, Rua Ternura, Rua São Francisco, Rua Cantareira, Rua São Luís, Rua São Raimundo, Rua Chico Mendes, Travessa São Raimundo, Rua São Sebastião, Rua Coqueiro, Rua Benedito Alves, Rua Santo Antônio, Rua Marquês de Sapucaí, Travessa Samia, Rua Ismael Silva, Travessa Eudes França, Travessa Ismael Silva, Rua da Consolação, Rua Olímpio Ribeiro, Rua Santos Dias, Rua Campinense, Rua Margarida Alves, Rua Caxambu, Rua Nossa Senhora da Conceição, Travessa Espirito Santo, Rua Santa Rosa, Vila Santa Rosa, Travessa do Canal, Rua da Alegria, Vila do Real, Rua Santa Helena, Rua Água da Prata, Rua Catolé, Rua Cabo Verde, Rua Codó, Travessa Jorge Veira, Rua Valparaíso, Rua Tereza Bernardes, Rua Cantinho Verde, Rua Mário Biank, Rua Itaguatinga, Travessa Jaborandi, Rua Nossa Senhora do Consolo, Rua Luz Celeste, Rua Santa Rosa do Palmeira, Rua Santa Rita do Palmeira, Rua São José do Palmeira, Rua Santa Lúcia do Palmeira, Rua Zé Trindade, Rua Isabela Moreira;RUA CASTRO ALVES, RUA SILVINHA TÉLES, RUA SIDNEY MESQUITA, RUA IRACEMA, TRAVESSA NOVA, RUA EDILSON CANDÉA, TRAVESSA IRACEMA, RUA DALTON MELO, RUA JOSÉ LINHARES, RUA FRANKLIN TÁVORA, TRAVESSA JOSÉ LINHARES, RUA AMADEU BUENO, RUA CAMPO VERDE, AVENIDA CASTELO DE CASTRO, AVENIDA CASTELO DE CASTRO, RUA CANGURU, TRAVESSA CANGURU, TRAVESSA SARA SARAIVA ROCHA, RUA DOURADO, RUA FERNÃO DIAS, RUA DOUTOR CODES SANDOVAL, RUA OLAVO BILAC, RUA MAGUARI, RUA RUI BARBOSA, RUA BABAÇU, RUA EDMILSON NOGUEIRA, RUA SAQUAREMA, RUA RAQUEL DE QUEIROZ, RUA AVARÉ, RUA CARNEIRO ALVES, RUA MODESTA, TRAVESSA GURUPI, RUA ANTÔNIO IVAN, RUA DIADEMA, RUA MISSIONÁRIO SÍLVIO, RUA SALMÃO, RUA SÃO PEDRO, AVENIDA CENTRAL, RUA ZÉ DO CRATO, RUA DO PENSAMENTO, RUA ALVES MAIA, RUA SERRA AZUL, RUA ELZA PEREIRA, RUA ALCIDES GERARDI, RUA OSVALDO CRUZ, RUA EVALDO BRAGA, RUA ÁLVARO DIAS, RUA DALVA DE OLIVEIRA, RUA PRIMEIRO DE JANEIRO, RUA ÂNGELA DINIZ, RUA TRINTA DE DEZEMBRO, RUA OSCARITO, RUA JOSÉ DOS REIS, RUA MAIZA, TRAVESSA MAIZA, RUA TERNURA, RUA SÃO FRANCISCO, RUA CANTAREIRA, RUA SÃO LUÍS, RUA SÃO RAIMUNDO, RUA CHICO MENDES, TRAVESSA SÃO RAIMUNDO, RUA SÃO SEBASTIÃO, RUA COQUEIRO, RUA BENEDITO ALVES, RUA SANTO ANTÔNIO, RUA MARQUÊS DE SAPUCAÍ, TRAVESSA SAMIA, RUA ISMAEL SILVA, TRAVESSA EUDES FRANÇA, TRAVESSA ISMAEL SILVA, RUA DA CONSOLAÇÃO, RUA OLÍMPIO RIBEIRO, RUA SANTOS DIAS, RUA CAMPINENSE, RUA MARGARIDA ALVES, RUA CAXAMBU, RUA NOSSA SENHORA DA CONCEIÇÃO, TRAVESSA ESPIRITO SANTO, RUA SANTA ROSA, VILA SANTA ROSA, TRAVESSA DO CANAL, RUA DA ALEGRIA, VILA DO REAL, RUA SANTA HELENA, RUA ÁGUA DA PRATA, RUA CATOLÉ, RUA CABO VERDE, RUA CODÓ, TRAVESSA JORGE VEIRA, RUA VALPARAÍSO, RUA TEREZA BERNARDES, RUA CANTINHO VERDE, RUA MÁRIO BIANK, RUA ITAGUATINGA, TRAVESSA JABORANDI, RUA NOSSA SENHORA DO CONSOLO, RUA LUZ CELESTE, RUA SANTA ROSA DO PALMEIRA, RUA SANTA RITA DO PALMEIRA, RUA SÃO JOSÉ DO PALMEIRA, RUA SANTA LÚCIA DO PALMEIRA, RUA ZÉ TRINDADE, RUA ISABELA MOREIRA
