V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;Concatenando;Concatenado
23;440;FORTALEZA;65;MESSEJANA;9;88;2;2;"MARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA EN";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE CONFRONTACAO COM ""AVENIDA DEPUTADOMARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA EN";
23;440;FORTALEZA;65;MESSEJANA;9;88;2;3;"GENHEIRO SANTANA JUNIOR"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE CONFRONTACAO COM ""AVENIDA DEPUTADOMARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA ENMARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA ENGENHEIRO SANTANA JUNIOR"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE CONFRONTACAO COM ""AVENIDA DEPUTADOMARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA ENMARTINS RODRIGUES"" INDO POR ESTA ATE ""AVENIDA WASHINGTON SOARES"" ATE ""AVENIDA ENGENHEIRO SANTANA JUNIOR"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;89;2;1;": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE ESTRADA QUE LIGA ""RIO COCO"" A ""RUA";;
23;440;FORTALEZA;65;MESSEJANA;9;89;2;2;"DOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADA";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE ESTRADA QUE LIGA ""RIO COCO"" A ""RUADOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADA";
23;440;FORTALEZA;65;MESSEJANA;9;89;2;3;"QUE LIGA RUA DO GELO AO RIO COCO"" POR ESTA ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE ESTRADA QUE LIGA ""RIO COCO"" A ""RUADOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADADOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADAQUE LIGA RUA DO GELO AO RIO COCO"" POR ESTA ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE ESTRADA QUE LIGA ""RIO COCO"" A ""RUADOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADADOUTOR MONTEIRO"" - ""RUA ROSA CORDEIRO"" - ""RUA E"" - ATE ""RUA DO GELO"" - ""ESTRADAQUE LIGA RUA DO GELO AO RIO COCO"" POR ESTA ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;90;2;1;": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE O ""RIACHO MIRIU"" POR ESTE ATE ""RIAC";;
23;440;FORTALEZA;65;MESSEJANA;9;90;2;2;"HO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATE";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE O ""RIACHO MIRIU"" POR ESTE ATE ""RIACHO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATE";
23;440;FORTALEZA;65;MESSEJANA;9;90;2;3;RUA DOUTOR MONTEIRO ATE PONTO INICIAL;": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE O ""RIACHO MIRIU"" POR ESTE ATE ""RIACHO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATEHO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATERUA DOUTOR MONTEIRO ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE O ""RIACHO MIRIU"" POR ESTE ATE ""RIACHO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATEHO AGUA FRIA"" POR ESTE ATE ""AVENIDA C"" POR ESTA ATE ""AVENIDA ROSA CORDEIRO"" ATERUA DOUTOR MONTEIRO ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;91;2;1;": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" IND";;
23;440;FORTALEZA;65;MESSEJANA;9;91;2;2;"O POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEM";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" INDO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEM";
23;440;FORTALEZA;65;MESSEJANA;9;91;2;3;"DENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ES";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" INDO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ES";
23;440;FORTALEZA;65;MESSEJANA;9;91;2;4;"TE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTO";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" INDO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESTE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTO";
23;440;FORTALEZA;65;MESSEJANA;9;91;2;5;INICIAL;": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" INDO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESTE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTOTE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTOINICIAL";": DO PONTO INICIAL SEGUE PELO ""RIO COCO"" ATE SUA BARRA NO ""OCEANO ATLANTICO"" INDO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMO POR SUA MARGEM ATE ENCONTRAR ""ESTRADA DA SABIAGUABA"" POR ESTA ATE ""RIACHO SEMDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESDENOMINACAO"" QUE VEM DE UMA LAGOA FORMADA PELAS AGUAS DO ""RIO COCO"" SEGUE POR ESTE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTOTE RIACHO CONTORNANDO AS AGUAS DA LAGOA(INCLUSIVE) ATE ""RIACHO MIRIU"" ATE PONTOINICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;92;2;1;": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMIN";;
23;440;FORTALEZA;65;MESSEJANA;9;92;2;2;"ACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" P";": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMINACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" P";
23;440;FORTALEZA;65;MESSEJANA;9;92;2;3;"OR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIO";": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMINACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" PACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" POR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIO";
23;440;FORTALEZA;65;MESSEJANA;9;92;2;4;" NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTE";": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMINACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" PACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" POR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIOOR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIO NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTE";
23;440;FORTALEZA;65;MESSEJANA;9;92;2;5;"ATE ""PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMINACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" PACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" POR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIOOR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIO NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTE NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTEATE ""PONTO INICIAL";": DO PONTO INICIAL SEGUE PELO ""RIACHO MIRIU"" POR ESTE ATE UMA ""RIACHO SEMDENOMINACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" PACAO"" DESCENDO POR ESTE CONTORNANDO AS AGUAS DA LAGOA ATE ""ESTRADA SABIAGUABA"" POR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIOOR ESTA ATE ""RUA ANTONIO NOGUEIRA"" OU ""FRANCISCO MATIAS"" SEGUE PELA ""RUA ANTONIO NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTE NOGUEIRA"" DEPOIS POR UM CAMINHO QUE LIGA A ""RUA DOIS"" ATE ""RLO MIRIU"" POR ESTEATE ""PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;93;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA QUATRO"" ATE ""RIACHO AGUA FRIA"" INDO ATE """;;
23;440;FORTALEZA;65;MESSEJANA;9;93;2;2;"RIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOI";": DO PONTO INICIAL SEGUE PELA ""AVENIDA QUATRO"" ATE ""RIACHO AGUA FRIA"" INDO ATE ""RIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOI";
23;440;FORTALEZA;65;MESSEJANA;9;93;2;3;"S"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISC";": DO PONTO INICIAL SEGUE PELA ""AVENIDA QUATRO"" ATE ""RIACHO AGUA FRIA"" INDO ATE ""RIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIRIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIS"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISC";
23;440;FORTALEZA;65;MESSEJANA;9;93;2;4;"O CORDEIRO"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA QUATRO"" ATE ""RIACHO AGUA FRIA"" INDO ATE ""RIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIRIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIS"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISCS"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISCO CORDEIRO"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA QUATRO"" ATE ""RIACHO AGUA FRIA"" INDO ATE ""RIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIRIO MIRIU"" ATE UM CAMINHO QUE LIGA ""RIO MIRIU"" COM ""AVENIDA DOIS"" - ""AVENIDA DOIS"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISCS"" - ""RUA DOUTOR CORREIA LIMA"" - ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA FRANCISCO CORDEIRO"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;94;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""AVENIDA DOUTO";;
23;440;FORTALEZA;65;MESSEJANA;9;94;2;2;"R CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE P";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""AVENIDA DOUTOR CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE P";
23;440;FORTALEZA;65;MESSEJANA;9;94;2;3;ONTO INICIAL;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""AVENIDA DOUTOR CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE PR CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""AVENIDA DOUTOR CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE PR CORREIA LIMA"" - ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""TRAVESSA UNIAO"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;95;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" - ""TRAVESSA UNIAO""";;
23;440;FORTALEZA;65;MESSEJANA;9;95;2;2;" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INI";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" - ""TRAVESSA UNIAO"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INI";
23;440;FORTALEZA;65;MESSEJANA;9;95;2;3;CIAL;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" - ""TRAVESSA UNIAO"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INI - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" - ""TRAVESSA UNIAO"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INI - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA EVILAZIO ALMEIDA MIRANDA"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;96;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA A"" SEGUINDO EM LINHA RETA PELA ""AVENIDA B";;
23;440;FORTALEZA;65;MESSEJANA;9;96;2;2;" AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA AT";": DO PONTO INICIAL SEGUE PELA ""AVENIDA A"" SEGUINDO EM LINHA RETA PELA ""AVENIDA B AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA AT";
23;440;FORTALEZA;65;MESSEJANA;9;96;2;3;"E ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B""";": DO PONTO INICIAL SEGUE PELA ""AVENIDA A"" SEGUINDO EM LINHA RETA PELA ""AVENIDA B AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA AT AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA ATE ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B""";
23;440;FORTALEZA;65;MESSEJANA;9;96;2;4;" - ""RUA TREZE"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA A"" SEGUINDO EM LINHA RETA PELA ""AVENIDA B AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA AT AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA ATE ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B""E ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B"" - ""RUA TREZE"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA A"" SEGUINDO EM LINHA RETA PELA ""AVENIDA B AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA AT AINDA EM RETA PELA AVENIDA QUATRO"" ATE A ""RUA FRANCISCO CORDEIRO"" POR ESTA ATE ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B""E ""AVENIDA EDILSON BRASIL SOARES"" - ""RUA MARIA IVONE"" - ""RUA ONZE"" - ""AVENIDA B"" - ""RUA TREZE"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;97;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA BRASIL SOARES"" ATE ""RUA EVILAZIO ALMEIDA";;
23;440;FORTALEZA;65;MESSEJANA;9;97;2;2;"MIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTIL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA BRASIL SOARES"" ATE ""RUA EVILAZIO ALMEIDAMIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTIL";
23;440;FORTALEZA;65;MESSEJANA;9;97;2;3;" ATE PONTO INICIAL
23;440;FORTALEZA;65;MESSEJANA;9;97;3;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;97;4;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;98;1;1;: AVENIDA PRESIDENTE ARTUR BERNARDES"" COM ""AVENIDA EDILSON BRASIL SOARES""";": DO PONTO INICIAL SEGUE PELA ""AVENIDA BRASIL SOARES"" ATE ""RUA EVILAZIO ALMEIDAMIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTILMIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTIL ATE PONTO INICIAL
23;440;FORTALEZA;65;MESSEJANA;9;97;3;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;97;4;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;98;1;1;: AVENIDA PRESIDENTE ARTUR BERNARDES"" COM ""AVENIDA EDILSON BRASIL SOARES""";": DO PONTO INICIAL SEGUE PELA ""AVENIDA BRASIL SOARES"" ATE ""RUA EVILAZIO ALMEIDAMIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTILMIRANDA"" POR ESTA ATE ""RUA CORONEL OLEGARIO MEMORIA"" INDO ATE ""RUA SANDRA GENTIL ATE PONTO INICIAL
23;440;FORTALEZA;65;MESSEJANA;9;97;3;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;97;4;1;: NADA A REGISTRAR
23;440;FORTALEZA;65;MESSEJANA;9;98;1;1;: AVENIDA PRESIDENTE ARTUR BERNARDES"" COM ""AVENIDA EDILSON BRASIL SOARES"""
23;440;FORTALEZA;65;MESSEJANA;9;98;2;1;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""RUA SANDRA GE";;
23;440;FORTALEZA;65;MESSEJANA;9;98;2;2;"NTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JO";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""RUA SANDRA GENTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JO";
23;440;FORTALEZA;65;MESSEJANA;9;98;2;3;"SE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIAL";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""RUA SANDRA GENTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JONTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JOSE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIAL";
23;440;FORTALEZA;65;MESSEJANA;9;98;2;4;NaN;": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""RUA SANDRA GENTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JONTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JOSE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIALSE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIALNaN";": DO PONTO INICIAL SEGUE PELA ""AVENIDA EDILSON BRASIL SOARES"" ATE ""RUA SANDRA GENTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JONTIL"" - ""RUA CORONEL OLEGARIO MEMORIA"" - ""RUA DOUTOR ERNESTO MONTEIRO"" - ""RUA JOSE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIALSE PESTANA"" - ""AVENIDA PRESIDENTE ARTUR BERNARDES"" ATE PONTO INICIALNaN"
23;440;FORTALEZA;65;MESSEJANA;9;99;2;1;": DO PONTO INICIAL SEGUE PELA ""RUA CORONEL OLEGARIO MEMORIA"" ATE A ""RUA RAFAEL T";;
23;440;FORTALEZA;65;MESSEJANA;9;99;2;2;"OBIAS"" DAI ATE A A""VENIDA SAPIRANGA"" POR ESTA ATE A ""RUA CORONEL OLEGARIO MEMORI";": DO PONTO INICIAL SEGUE PELA ""RUA CORONEL OLEGARIO MEMORIA"" ATE A ""RUA RAFAEL TOBIAS"" DAI ATE A A""VENIDA SAPIRANGA"" POR ESTA ATE A ""RUA CORONEL OLEGARIO MEMORI";
