V1;V2;V3;V4;V5;V6;V7;V8;V9;V11
23;440;FORTALEZA;65;MESSEJANA;9;72;2;2;": DO PONTO INICIAL ATE A ""RUA T"" DAI ATE A ""RUA DORALICE COSTA"" DAI ATE A ""RUA JAIME LEONEL"" ATE O PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;73;2;5;": DO PONTO INICIAL SEGUE ATE A ""RUA CORONEL MIGUEL DIAS"" DAI ATE A ""RUA GERALDOMAGALHAES"" DAI ATE A ""RUA EFESIOS"" DAI ATE A ""RUA MARIANA FURTADO LEITE"" DAI ATEMAGALHAES"" DAI ATE A ""RUA EFESIOS"" DAI ATE A ""RUA MARIANA FURTADO LEITE"" DAI ATE A ""RUA NATANAEL CORTEZ"" DAI ATE A ""RUA FILADELFIA"" DAI ATE A ""RUA PINDORAMA"" DA A ""RUA NATANAEL CORTEZ"" DAI ATE A ""RUA FILADELFIA"" DAI ATE A ""RUA PINDORAMA"" DAI ATE A ""AVENIDA WE 1"" DAI ATE A ""RUA T"" DAI ATE A ""RUA DOUTOR THOMPSON BULCAO""I ATE A ""AVENIDA WE 1"" DAI ATE A ""RUA T"" DAI ATE A ""RUA DOUTOR THOMPSON BULCAO""DAI ATE A ""AVENIDA ROGACIANO LEITE"" ATE O PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;74;2;3;": DO PONTO INICIAL SEGUE PELA ""RUA JOSIAS MENDES"" ATE ""RUA DORALICE COSTA"" - ""RUA IVO REBOUCAS"" - ""RUA DOUTOR AFONSO DE SOUSA"" - ""AVENIDA ROGACIANO LEITE"" ATE PA IVO REBOUCAS"" - ""RUA DOUTOR AFONSO DE SOUSA"" - ""AVENIDA ROGACIANO LEITE"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;75;2;6;": DO PONTO INICIAL SEGUE PELA ""AVENIDA MURILO BORGES"" ATE A ""RUA DR. THOMPSON BULCAO"" - ATE A""RUA JAIME LEONEL"" - ""RUA JOSIAS MENDES"" - ""AVENIDA ROGACIANO LEITELCAO"" - ATE A""RUA JAIME LEONEL"" - ""RUA JOSIAS MENDES"" - ""AVENIDA ROGACIANO LEITE - RUA PINDORAMA"" - ""ESMERINDA MENDES"" - ""ESTRADA SANTA LUZIA"" - ""RUA JULIA SA - RUA PINDORAMA"" - ""ESMERINDA MENDES"" - ""ESTRADA SANTA LUZIA"" - ""RUA JULIA SALES"" OU ""RUA AUGUSTO MACIEL"" - ""RUA SAO FRANCISCO"" - ""RUA TANGARA"" ATE ""RIO COCOLES"" OU ""RUA AUGUSTO MACIEL"" - ""RUA SAO FRANCISCO"" - ""RUA TANGARA"" ATE ""RIO COCO PASSANDO PELAS +SALINAS SAO GERALDO+ EXCLUSIVE PELO RIO COCO"" ATE PONTO INICI PASSANDO PELAS +SALINAS SAO GERALDO+ EXCLUSIVE PELO RIO COCO"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;76;2;3;": DO PONTO INICIAL SEGUE PELA ""AVENIDA WASHINGTON SOARES"" ATE ""RUA ALBERT SABIN""- ATE A ""RUA SAMMYA KARLA"" ATE A - ""AVENIDA ROGACIANO LEITE"" - ""AVENIDA CORONEL- ATE A ""RUA SAMMYA KARLA"" ATE A - ""AVENIDA ROGACIANO LEITE"" - ""AVENIDA CORONELMURILO BORGES"" ATE ""RIO COCO"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;77;2;3;": DO PONTO INICIAL SEGUE ATE A ""RUA CORONEL MIGUEL DIAS"" DAI ATE A ""RUA WALTER BEZERRA DE SA"" DAI ATE A ""AVENIDA ROGACIANO LEITE"" DAI ATE A ""RUA SAMMYA KARIA"" DEZERRA DE SA"" DAI ATE A ""AVENIDA ROGACIANO LEITE"" DAI ATE A ""RUA SAMMYA KARIA"" DAI ATE A ""RUA ALBERT SABIN"" ATE O PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;78;2;2;": DO PONTO INICIAL SEGUE ATE A ""RUA WALTER BEZERRA DE SA"" DAI ATE A ""RUA CORONEL MIGUEL DIAS"" ATE O PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;79;2;4;": DO PONTO INICIAL SEGUE PELO ""RIACHO AGUA FRIA"" ATE CONFRONTACAO COM ""AVENIDA 4 INDO POR ESTA ATE AVENIDA B"" - ""AVENIDA A"" ATE CONFRONTACAO COM A ""RUA 13"" DA INDO POR ESTA ATE AVENIDA B"" - ""AVENIDA A"" ATE CONFRONTACAO COM A ""RUA 13"" DAI EM RETA ATE A MARGEM DO ""RIACHO AGUA FRIA"" POR ESTE ATE PONTO INICIALI EM RETA ATE A MARGEM DO ""RIACHO AGUA FRIA"" POR ESTE ATE PONTO INICIALNaN"
23;440;FORTALEZA;65;MESSEJANA;9;80;2;5;": DO PONTO INICIAL SEGUE PELA ""RUA E"" ATE ""AVENIDA C"" DESCE PELA MARGEM DIREITADO ""RIACHO AGUA FRIA"" INDO POR ESTE ATE CONFRONTACAO DA ""RUA X"" INDO ATE ESTA ATDO ""RIACHO AGUA FRIA"" INDO POR ESTE ATE CONFRONTACAO DA ""RUA X"" INDO ATE ESTA ATE ""RUA F"" INDO ATE SEU FINAL CONTORNA OS BLOCOS DE APARTAMENTO ATE ""RUA G"" POR EE ""RUA F"" INDO ATE SEU FINAL CONTORNA OS BLOCOS DE APARTAMENTO ATE ""RUA G"" POR ESTA ATE ""RUA A"" - ""TRAVESSA CANTANEIDE"" - ""TRAVESSA FRAMBOESA"" - ""RUA UBAITABA""STA ATE ""RUA A"" - ""TRAVESSA CANTANEIDE"" - ""TRAVESSA FRAMBOESA"" - ""RUA UBAITABA""- ""RUA C"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;81;2;4;": DO PONTO INICIAL SEGUE PELA ""RUA UBAITABA"" ATE ""AVENIDA PRESIDENTE ARTUR BERNARDES"" - ""RUA X"" ATE SEU FINAL DESTE PONTO EM RETA ATE ""RIACHO AGUA FRIA"" SEGUINDRDES"" - ""RUA X"" ATE SEU FINAL DESTE PONTO EM RETA ATE ""RIACHO AGUA FRIA"" SEGUINDO SUAS AGUAS ATE ""AVENIDA WASHINGTON SOARES"" POR ESTA ATE ""RUA DO CORREGO"" ATE PO SUAS AGUAS ATE ""AVENIDA WASHINGTON SOARES"" POR ESTA ATE ""RUA DO CORREGO"" ATE PONTO INICIAL"
23;440;FORTALEZA;65;MESSEJANA;9;82;2;4;": DO PONTO INICIAL SEGUE PELA ""RUA UBAITABA"" ATE ""TRAVESSA FRAMBOESA"" - ""TRAVESSA CANTANEIDE"" ATE ""RUA A"" - ""RUA G"" ATE SEU FINAL CONTORNA OS BLOCOS DE APARTAMEA CANTANEIDE"" ATE ""RUA A"" - ""RUA G"" ATE SEU FINAL CONTORNA OS BLOCOS DE APARTAMENTOS INDO ATE ""RUA F"" ATE A ""RUA X"" - ""AV PRESIDENTE ARTUR BERNARDES"" ATE PONTONTOS INDO ATE ""RUA F"" ATE A ""RUA X"" - ""AV PRESIDENTE ARTUR BERNARDES"" ATE PONTOINICIAL"
